Date,Flusskraft,Kernkraft,Photovoltaik,Speicherkraft,Thermische,Wind
2025-06-16,76.4,45.7,39.8,76.8,9.7,0.4
2025-06-17,68.7,45.7,50.7,82.3,9.7,0.6
2025-06-18,65.9,45.6,49.0,91.2,9.7,0.2
2025-06-19,64.6,45.5,49.3,81.9,9.7,0.3
2025-06-20,66.5,45.6,49.0,92.3,9.7,0.4
2025-06-21,66.8,45.6,42.9,72.1,9.7,0.2
2025-06-22,61.4,45.4,49.2,53.3,9.7,0.2
2025-06-23,59.4,45.3,37.1,48.4,9.7,0.8
2025-06-24,59.1,45.4,49.8,51.4,9.7,0.2
2025-06-25,60.3,45.2,47.8,83.8,9.7,0.1
2025-06-26,65.0,44.5,27.4,69.6,9.7,0.5
2025-06-27,62.8,45.1,41.8,64.7,9.7,0.2
2025-06-28,57.2,44.4,48.6,50.3,9.7,0.1
2025-06-29,59.5,38.9,48.7,50.7,9.7,0.2
2025-06-30,71.9,35.5,37.7,80.8,9.7,0.2
2025-07-01,81.2,34.1,42.2,78.0,9.9,0.2
2025-07-02,79.8,30.7,45.7,75.1,9.9,0.1
2025-07-03,76.3,28.2,39.3,73.3,9.9,0.1
2025-07-04,73.8,28.4,40.0,60.9,9.9,0.1
2025-07-05,67.1,28.4,46.0,43.1,9.9,0.1
2025-07-06,62.5,28.6,23.7,54.6,9.9,0.5
2025-07-07,65.5,29.7,21.9,80.4,9.9,1.0
2025-07-08,64.7,37.8,26.6,45.1,9.9,0.9
2025-07-09,52.5,45.8,44.1,61.0,9.9,0.3
2025-07-10,47.0,45.8,51.4,68.4,9.9,0.3
2025-07-11,46.2,44.9,47.8,69.6,9.9,0.3
2025-07-12,43.2,43.4,48.7,51.4,9.9,0.2
2025-07-13,44.9,43.4,40.0,41.4,9.9,0.3
2025-07-14,56.7,43.8,33.3,56.7,9.9,0.5
2025-07-15,53.2,44.1,30.3,56.5,9.9,0.4
2025-07-16,49.9,44.2,26.1,57.7,9.9,0.5
2025-07-17,53.8,44.3,44.4,53.5,9.9,0.4
2025-07-18,55.1,32.6,48.0,64.8,9.9,0.1
2025-07-19,54.9,23.2,28.6,50.0,9.9,0.4
2025-07-20,58.0,23.3,36.2,49.3,9.9,0.4
2025-07-21,91.4,23.3,29.9,60.3,9.9,0.7
2025-07-22,66.6,17.3,41.4,55.0,9.9,0.7
2025-07-23,56.0,27.6,38.9,66.4,9.9,0.1
2025-07-24,64.1,39.1,24.4,87.1,9.9,0.2
2025-07-25,71.2,42.1,29.0,86.1,9.9,0.1
2025-07-26,67.8,44.1,18.4,64.1,9.9,0.3
2025-07-27,74.0,44.3,25.2,41.8,9.9,0.4
2025-07-28,84.6,44.4,14.3,41.9,9.9,0.8
2025-07-29,74.2,44.4,34.9,44.3,9.9,0.3
2025-07-30,63.1,44.4,29.0,69.8,9.9,0.1
2025-07-31,59.5,44.3,31.0,72.5,9.9,0.2
2025-08-01,55.2,40.0,34.1,73.9,9.1,0.4
2025-08-02,62.0,37.4,21.9,33.1,9.1,0.4
2025-08-03,55.1,37.5,33.4,32.0,9.1,0.2
2025-08-04,51.4,37.4,34.7,50.0,9.1,0.1
2025-08-05,52.9,37.2,34.7,42.1,9.1,0.4
2025-08-06,54.6,37.4,39.6,57.5,9.1,0.4
2025-08-07,54.2,37.3,45.2,68.8,9.1,0.2
2025-08-08,58.1,37.1,44.8,67.0,9.1,0.2
2025-08-09,58.2,37.1,43.5,40.5,9.1,0.2
2025-08-10,60.6,36.9,43.7,34.9,9.1,0.2
2025-08-11,67.5,36.8,43.4,51.8,9.1,0.4
2025-08-12,68.3,36.8,41.7,48.4,9.1,0.2
2025-08-13,64.2,36.8,40.1,57.3,9.1,0.1
2025-08-14,61.6,36.6,40.4,56.1,9.1,0.3
2025-08-15,58.0,36.2,37.0,45.5,9.1,0.2
2025-08-16,56.8,35.4,33.8,34.4,9.1,0.2
2025-08-17,57.7,35.4,36.3,34.4,9.1,0.2
2025-08-18,55.4,35.5,42.3,59.6,9.1,0.3
2025-08-19,55.1,35.5,34.8,61.9,9.1,0.2
2025-08-20,61.5,37.0,15.5,68.3,9.1,0.1
2025-08-21,72.4,37.0,12.3,51.0,9.1,0.3
2025-08-22,70.2,37.1,33.0,55.5,9.1,0.3
2025-08-23,54.5,37.4,31.5,43.4,9.1,0.2
2025-08-24,48.3,37.4,40.2,39.0,9.1,0.2
2025-08-25,49.3,37.3,40.8,66.5,9.1,0.1
2025-08-26,50.1,37.2,38.4,77.9,9.1,0.3
2025-08-27,57.5,37.0,24.8,77.2,9.1,0.4
2025-08-28,84.0,37.1,10.5,64.1,9.1,0.3
2025-08-29,83.5,37.3,30.7,61.7,9.1,0.5
2025-08-30,74.2,37.4,27.5,47.6,9.1,0.4
2025-08-31,53.6,37.4,39.5,50.6,9.1,0.3
2025-09-01,59.6,37.4,15.7,86.0,8.8,0.3
2025-09-02,64.3,37.4,27.7,76.4,8.8,0.3
2025-09-03,53.7,37.4,34.8,60.6,8.8,0.5
2025-09-04,55.5,37.3,20.2,84.2,8.8,0.5
2025-09-05,73.2,37.4,26.2,72.5,8.8,0.4
2025-09-06,59.1,37.2,38.6,49.5,8.8,0.4
2025-09-07,48.5,37.4,36.6,30.6,8.8,0.3
2025-09-08,51.0,37.5,15.1,96.4,8.8,0.2
2025-09-09,58.3,37.4,21.8,106.3,8.8,0.2
2025-09-10,58.6,37.5,21.6,99.1,8.8,0.1
2025-09-11,49.9,37.5,23.6,65.6,8.8,0.8
2025-09-12,47.3,37.5,20.8,71.1,8.8,0.5
2025-09-13,49.2,37.5,24.0,35.0,8.8,0.5
2025-09-14,50.3,37.5,28.6,41.0,8.8,0.7
2025-09-15,45.8,37.5,33.2,42.3,8.8,1.0
2025-09-16,45.9,37.4,25.8,49.9,8.8,0.7
2025-09-17,44.0,37.5,31.6,62.6,8.8,0.1
2025-09-18,44.7,35.1,34.8,60.2,8.8,0.1
2025-09-19,46.7,31.0,34.3,69.1,8.8,0.3
2025-09-20,41.6,37.3,33.0,38.3,8.8,0.4
2025-09-21,48.2,37.2,18.6,34.5,8.8,0.4
2025-09-22,95.1,37.6,9.3,56.1,8.8,0.2
2025-09-23,88.5,37.8,7.4,70.1,8.8,0.2
2025-09-24,73.4,37.8,9.3,74.1,8.8,0.1
2025-09-25,57.4,37.8,16.0,79.5,8.8,0.1
2025-09-26,52.5,37.8,10.4,89.2,8.8,0.1
2025-09-27,61.0,37.8,17.7,50.1,8.8,0.1
2025-09-28,51.6,37.8,22.9,50.5,8.8,0.2
2025-09-29,48.3,37.7,24.0,74.8,8.8,0.1
2025-09-30,45.8,37.7,17.6,82.3,8.8,0.1
2025-10-01,43.8,37.8,24.6,71.8,9.7,0.3
2025-10-02,38.4,37.9,28.6,58.7,9.7,0.6
2025-10-03,36.1,37.9,16.5,58.1,9.7,0.2
2025-10-04,35.9,39.2,15.2,34.4,9.7,1.3
2025-10-05,37.5,45.6,18.4,32.7,9.7,1.0
2025-10-06,38.8,45.7,18.8,81.4,9.7,0.5
2025-10-07,39.5,46.3,27.7,80.6,9.7,0.3
2025-10-08,37.8,46.4,18.7,76.9,9.7,0.1
2025-10-09,39.0,46.3,10.9,78.6,9.7,0.1
2025-10-10,36.3,46.4,18.8,62.8,9.7,0.5
2025-10-11,33.0,46.4,13.8,34.9,9.7,0.8
2025-10-12,31.5,46.5,13.7,34.3,9.7,0.3
2025-10-13,37.5,46.5,12.2,91.7,9.7,0.7
2025-10-14,40.4,46.5,10.0,88.8,9.7,0.5
2025-10-15,38.3,46.5,14.7,75.8,9.7,0.6
2025-10-16,36.3,46.6,13.8,73.5,9.7,0.5
2025-10-17,35.2,46.6,11.9,69.0,9.7,0.4
2025-10-18,30.3,46.7,21.5,32.4,9.7,0.3
2025-10-19,28.2,45.1,15.4,29.1,9.7,0.9
2025-10-20,31.4,46.5,6.5,68.9,9.7,1.2
2025-10-21,33.2,46.5,14.7,60.9,9.7,1.0
2025-10-22,35.8,46.3,10.2,80.0,9.7,1.1
2025-10-23,42.8,46.3,6.0,63.3,9.7,1.5
2025-10-24,39.1,46.6,17.6,45.1,9.7,1.1
2025-10-25,37.5,46.6,5.3,30.1,9.7,1.0
2025-10-26,42.5,46.6,11.9,17.5,9.7,1.0
2025-10-27,44.1,46.6,3.5,54.2,9.7,1.3
2025-10-28,46.2,46.6,18.6,45.9,9.7,0.7
2025-10-29,44.1,46.6,16.1,54.3,9.7,1.0
2025-10-30,50.6,46.5,10.4,44.7,9.7,0.4
2025-10-31,45.2,46.6,14.4,58.0,9.7,0.5
2025-11-01,39.9,46.6,8.5,25.6,10.3,1.0
2025-11-02,57.5,46.6,2.7,30.1,10.3,0.6
2025-11-03,50.9,46.8,17.4,36.0,10.3,0.2
2025-11-04,43.1,46.8,18.6,49.2,10.3,0.3
2025-11-05,40.6,46.8,17.6,50.0,10.3,0.3
2025-11-06,39.5,46.8,13.8,59.8,10.3,0.2
2025-11-07,37.7,46.8,10.9,71.4,10.3,0.1
2025-11-08,33.9,46.8,11.2,51.1,10.3,0.1
2025-11-09,31.1,46.8,8.5,28.1,10.3,0.1
2025-11-10,32.6,46.8,9.9,66.8,10.3,0.3
2025-11-11,32.9,46.8,15.4,61.3,10.3,0.3
2025-11-12,32.4,46.8,14.0,74.2,10.3,1.2
2025-11-13,31.2,46.8,14.4,68.6,10.3,1.2
2025-11-14,31.5,46.8,10.2,77.1,10.3,1.0
2025-11-15,33.5,46.7,10.9,34.5,10.3,0.6
2025-11-16,38.7,46.7,3.2,26.5,10.3,0.5
2025-11-17,38.3,46.8,3.4,66.9,10.3,0.5
2025-11-18,34.9,46.9,11.8,69.8,10.3,0.2
2025-11-19,34.2,46.9,11.4,86.4,10.3,0.7
2025-11-20,34.5,46.9,6.8,101.6,10.3,0.4
2025-11-21,33.9,46.9,1.8,108.8,10.3,0.4
2025-11-22,27.6,46.9,5.1,48.5,10.3,0.3
2025-11-23,25.6,46.9,4.7,41.2,10.3,0.9
2025-11-24,38.3,46.8,1.7,103.7,10.3,0.9
2025-11-25,45.6,46.8,4.5,103.6,10.3,0.6
2025-11-26,43.3,46.5,3.1,95.6,10.3,0.3
2025-11-27,39.2,46.8,9.3,69.1,10.3,0.1
2025-11-28,35.5,46.9,10.0,78.9,10.3,0.1
2025-11-29,31.6,46.8,9.3,39.8,10.3,0.2
2025-11-30,30.4,46.8,4.9,34.7,10.3,0.5
2025-12-01,39.8,46.8,8.4,101.9,10.7,0.2
2025-12-02,41.4,46.8,9.8,90.8,10.7,0.4
2025-12-03,42.0,46.8,7.7,125.9,10.7,0.1
2025-12-04,41.9,46.8,8.1,101.0,10.7,0.2
2025-12-05,38.6,46.8,5.7,85.6,10.7,0.1
2025-12-06,29.9,46.8,6.9,26.3,10.7,0.7
2025-12-07,30.9,46.8,2.5,27.0,10.7,0.7
2025-12-08,40.6,46.7,7.3,35.1,10.7,0.4
2025-12-09,43.0,46.7,10.7,85.7,10.7,0.5
2025-12-10,41.6,46.7,9.8,86.7,10.7,0.3
2025-12-11,39.0,46.7,7.5,68.7,10.7,0.1
2025-12-12,37.0,46.8,10.1,74.7,10.7,0.1
2025-12-13,32.8,47.0,10.0,36.8,10.7,0.1
2025-12-14,29.9,47.0,9.6,33.5,10.7,0.1
2025-12-15,32.8,47.0,10.1,71.6,10.7,0.3
2025-12-16,34.4,47.0,5.2,91.6,10.7,0.2
2025-12-17,33.7,47.0,7.6,76.2,10.7,0.2
2025-12-18,31.5,47.0,8.5,71.9,10.7,0.5
2025-12-19,29.5,47.0,7.5,60.6,10.7,0.4
2025-12-20,26.7,47.0,8.6,41.5,10.7,0.1
2025-12-21,25.0,47.0,7.9,27.5,10.7,0.2
2025-12-22,25.7,47.0,8.5,49.9,10.7,0.2
2025-12-23,24.9,47.0,6.7,48.9,10.7,0.2
2025-12-24,23.4,47.0,3.8,22.8,10.7,0.8
2025-12-25,22.0,47.1,8.4,10.1,10.7,0.3
2025-12-26,20.9,47.1,9.6,16.6,10.7,0.2
2025-12-27,20.2,47.1,9.8,12.9,10.7,0.2
2025-12-28,20.0,47.1,10.3,16.6,10.7,0.3
2025-12-29,20.7,47.1,10.1,27.3,10.7,0.1
2025-12-30,20.9,47.1,9.9,26.6,10.7,0.6
2025-12-31,20.4,47.1,11.4,24.7,10.7,0.4
