,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2024-01-01 00:00:00+01:00,44.25,218.28,255.45,3023.2,0.0,43.0
2024-01-01 01:00:00+01:00,75.7,221.35,267.73,3021.5,0.0,38.09
2024-01-01 02:00:00+01:00,55.7,217.88,277.85,3021.3,0.0,35.19
2024-01-01 03:00:00+01:00,48.18,218.73,283.88,3019.7,0.0,44.12
2024-01-01 04:00:00+01:00,65.93,217.65,300.5,3020.1,0.0,41.16
2024-01-01 05:00:00+01:00,51.03,217.55,273.58,3018.8,0.0,42.75
2024-01-01 06:00:00+01:00,41.98,218.1,263.85,3017.6,0.0,45.35
2024-01-01 07:00:00+01:00,41.55,218.13,294.83,3017.5,0.0,44.37
2024-01-01 08:00:00+01:00,52.9,217.08,266.58,3017.5,2.31,42.05
2024-01-01 09:00:00+01:00,103.13,218.35,270.45,3015.2,107.66,39.03
2024-01-01 10:00:00+01:00,93.63,218.48,234.08,3017.7,454.16,34.0
2024-01-01 11:00:00+01:00,65.83,217.4,254.63,3015.8,488.86,29.81
2024-01-01 12:00:00+01:00,49.35,216.43,247.98,3014.8,450.07,24.22
2024-01-01 13:00:00+01:00,117.8,220.9,283.2,3014.0,437.96,20.52
2024-01-01 14:00:00+01:00,142.73,216.58,256.65,3013.9,429.79,18.11
2024-01-01 15:00:00+01:00,115.33,215.18,265.03,3014.0,321.13,16.61
2024-01-01 16:00:00+01:00,276.48,217.28,338.13,3013.6,71.26,20.67
2024-01-01 17:00:00+01:00,473.35,219.13,445.35,3013.9,0.0,26.07
2024-01-01 18:00:00+01:00,762.2,218.4,452.95,3017.9,0.0,30.58
2024-01-01 19:00:00+01:00,527.98,217.43,347.9,3019.1,0.0,33.51
2024-01-01 20:00:00+01:00,405.0,220.45,404.98,3021.4,0.0,41.94
2024-01-01 21:00:00+01:00,247.1,217.05,376.48,3022.4,0.0,38.57
2024-01-01 22:00:00+01:00,144.35,218.88,388.85,3025.4,0.0,46.01
2024-01-01 23:00:00+01:00,86.18,218.28,322.9,3033.6,0.0,51.19
2024-01-02 00:00:00+01:00,121.03,210.0,249.35,3029.5,0.0,52.61
2024-01-02 01:00:00+01:00,154.23,209.38,233.95,3023.6,0.0,50.66
2024-01-02 02:00:00+01:00,89.38,211.48,225.35,3023.4,0.0,51.58
2024-01-02 03:00:00+01:00,79.3,208.0,229.55,3023.4,0.0,51.75
2024-01-02 04:00:00+01:00,52.53,212.18,262.55,3023.9,0.0,55.0
2024-01-02 05:00:00+01:00,90.85,211.9,303.1,3018.2,0.0,58.04
2024-01-02 06:00:00+01:00,237.15,214.4,308.18,3017.5,0.0,59.01
2024-01-02 07:00:00+01:00,417.28,212.8,381.73,3015.9,0.0,58.04
2024-01-02 08:00:00+01:00,446.1,260.38,313.63,3010.2,0.0,60.49
2024-01-02 09:00:00+01:00,419.58,267.88,421.98,3008.3,30.15,57.99
2024-01-02 10:00:00+01:00,593.08,242.53,425.75,3010.8,112.9,57.25
2024-01-02 11:00:00+01:00,714.25,215.85,402.68,3010.0,213.47,56.97
2024-01-02 12:00:00+01:00,780.9,215.23,424.3,3009.9,302.0,55.19
2024-01-02 13:00:00+01:00,861.9,215.63,357.58,3008.0,173.6,57.67
2024-01-02 14:00:00+01:00,940.23,217.8,533.4,3006.8,107.66,54.75
2024-01-02 15:00:00+01:00,1001.58,220.48,662.8,3006.1,59.61,52.26
2024-01-02 16:00:00+01:00,1169.08,249.2,800.13,3007.0,3.55,53.3
2024-01-02 17:00:00+01:00,1279.15,264.93,863.08,3006.0,0.0,55.34
2024-01-02 18:00:00+01:00,1149.65,251.78,813.93,3007.9,0.0,55.75
2024-01-02 19:00:00+01:00,670.35,239.05,557.23,3009.0,0.0,57.84
2024-01-02 20:00:00+01:00,265.95,221.55,358.7,3007.8,0.0,54.74
2024-01-02 21:00:00+01:00,212.98,220.28,269.33,3007.2,0.0,60.24
2024-01-02 22:00:00+01:00,46.85,219.65,340.5,3006.1,0.0,59.72
2024-01-02 23:00:00+01:00,42.0,221.65,264.6,3007.9,0.0,56.12
2024-01-03 00:00:00+01:00,80.1,217.8,244.7,3006.6,0.0,56.6
2024-01-03 01:00:00+01:00,49.28,220.0,248.05,3008.9,0.0,50.93
2024-01-03 02:00:00+01:00,50.7,220.83,253.63,3005.8,0.0,47.24
2024-01-03 03:00:00+01:00,41.45,220.8,235.13,3007.6,0.0,45.29
2024-01-03 04:00:00+01:00,37.93,217.45,231.48,3007.8,0.0,43.43
2024-01-03 05:00:00+01:00,51.65,214.9,218.55,3005.9,0.0,48.03
2024-01-03 06:00:00+01:00,133.48,218.58,320.55,3004.0,0.0,50.09
2024-01-03 07:00:00+01:00,320.1,219.18,337.58,3006.2,0.0,47.98
2024-01-03 08:00:00+01:00,454.0,274.43,526.15,3005.7,7.02,47.07
2024-01-03 09:00:00+01:00,335.25,271.53,438.38,3006.2,97.25,50.37
2024-01-03 10:00:00+01:00,221.25,236.3,354.45,3011.3,219.94,50.21
2024-01-03 11:00:00+01:00,216.5,227.55,297.43,3014.4,517.7,48.14
2024-01-03 12:00:00+01:00,100.25,226.9,304.55,3008.8,655.98,47.11
2024-01-03 13:00:00+01:00,85.48,224.4,309.78,3004.6,389.92,49.95
2024-01-03 14:00:00+01:00,67.93,240.7,452.93,3005.0,384.67,52.19
2024-01-03 15:00:00+01:00,189.73,247.43,418.43,3003.7,97.86,53.4
2024-01-03 16:00:00+01:00,614.73,275.38,585.8,3002.8,67.17,57.51
2024-01-03 17:00:00+01:00,729.88,253.48,750.1,3005.0,0.0,52.8
2024-01-03 18:00:00+01:00,1221.05,260.55,877.48,3005.0,0.0,47.39
2024-01-03 19:00:00+01:00,912.55,237.55,867.93,3005.4,0.0,46.49
2024-01-03 20:00:00+01:00,472.28,224.43,707.65,3006.6,0.0,48.65
2024-01-03 21:00:00+01:00,245.98,221.88,472.63,3011.6,0.0,49.44
2024-01-03 22:00:00+01:00,201.63,221.93,350.2,3009.5,0.0,52.98
2024-01-03 23:00:00+01:00,86.55,222.0,267.1,3009.8,0.0,53.31
2024-01-04 00:00:00+01:00,72.2,222.23,237.18,3011.6,0.0,48.72
2024-01-04 01:00:00+01:00,65.2,220.93,229.0,3011.9,0.0,47.75
2024-01-04 02:00:00+01:00,55.58,221.88,210.98,3013.8,0.0,49.4
2024-01-04 03:00:00+01:00,49.13,221.58,205.1,3013.8,0.0,47.98
2024-01-04 04:00:00+01:00,41.15,219.25,234.63,3011.3,0.0,47.15
2024-01-04 05:00:00+01:00,59.68,218.73,265.1,3011.3,0.0,49.35
2024-01-04 06:00:00+01:00,149.15,231.53,316.93,3010.9,0.0,52.09
2024-01-04 07:00:00+01:00,669.38,234.7,589.48,3003.1,0.0,47.81
2024-01-04 08:00:00+01:00,1170.13,268.68,995.43,2929.4,4.09,44.32
2024-01-04 09:00:00+01:00,631.2,261.3,879.88,2921.6,27.92,37.84
2024-01-04 10:00:00+01:00,824.5,269.48,1000.9,2925.8,91.46,36.71
2024-01-04 11:00:00+01:00,553.75,247.1,546.6,2925.0,436.8,40.77
2024-01-04 12:00:00+01:00,780.03,233.4,547.7,2922.1,691.84,36.16
2024-01-04 13:00:00+01:00,976.98,218.28,571.3,2919.2,878.08,28.5
2024-01-04 14:00:00+01:00,1372.78,228.1,943.5,2920.5,603.38,24.31
2024-01-04 15:00:00+01:00,2017.28,248.73,1703.13,2921.5,283.41,26.55
2024-01-04 16:00:00+01:00,2455.88,269.68,2059.5,2920.3,105.89,29.4
2024-01-04 17:00:00+01:00,2930.18,281.1,2513.48,2922.4,0.0,33.01
2024-01-04 18:00:00+01:00,2769.75,279.75,2487.98,2925.5,0.0,34.49
2024-01-04 19:00:00+01:00,2777.2,251.28,2431.73,2935.3,0.0,29.86
2024-01-04 20:00:00+01:00,2498.98,249.7,2152.08,2947.8,0.0,26.69
2024-01-04 21:00:00+01:00,1638.5,253.4,1390.78,2951.9,0.0,23.9
2024-01-04 22:00:00+01:00,1241.43,230.1,875.28,2994.7,0.0,33.03
2024-01-04 23:00:00+01:00,651.5,227.3,537.5,3019.8,0.0,44.5
2024-01-05 00:00:00+01:00,326.28,226.08,414.1,3021.3,0.0,47.7
2024-01-05 01:00:00+01:00,116.35,222.55,291.83,3023.2,0.0,47.6
2024-01-05 02:00:00+01:00,90.08,224.48,282.23,3022.2,0.0,43.95
2024-01-05 03:00:00+01:00,91.73,221.85,247.65,3022.2,0.0,36.33
2024-01-05 04:00:00+01:00,105.68,215.33,271.73,3022.5,0.0,38.41
2024-01-05 05:00:00+01:00,124.33,226.73,286.4,3020.6,0.0,40.42
2024-01-05 06:00:00+01:00,628.38,221.08,421.93,3018.7,0.0,30.81
2024-01-05 07:00:00+01:00,718.78,235.7,937.3,3018.8,0.0,19.25
2024-01-05 08:00:00+01:00,898.3,263.75,1499.3,3019.2,0.62,11.15
2024-01-05 09:00:00+01:00,830.8,264.25,1306.25,3018.2,37.63,8.87
2024-01-05 10:00:00+01:00,799.3,259.05,1347.18,3017.5,69.48,9.77
2024-01-05 11:00:00+01:00,706.53,242.18,1119.63,3015.9,115.76,8.88
2024-01-05 12:00:00+01:00,874.8,235.4,1106.1,2849.2,129.64,6.83
2024-01-05 13:00:00+01:00,865.2,240.53,997.38,3017.4,161.41,5.81
2024-01-05 14:00:00+01:00,888.83,244.6,1159.9,3017.5,183.39,4.11
2024-01-05 15:00:00+01:00,830.05,244.13,1466.1,3014.3,83.37,2.74
2024-01-05 16:00:00+01:00,1869.08,255.8,1948.83,3013.6,24.99,1.24
2024-01-05 17:00:00+01:00,2643.05,280.95,2522.83,3012.3,0.0,0.85
2024-01-05 18:00:00+01:00,2705.33,274.2,2748.93,3013.4,0.0,0.9
2024-01-05 19:00:00+01:00,1583.48,259.38,2136.75,3013.7,0.0,0.49
2024-01-05 20:00:00+01:00,856.28,228.18,1575.13,3014.0,0.0,1.15
2024-01-05 21:00:00+01:00,519.2,225.8,800.83,3015.2,0.0,2.46
2024-01-05 22:00:00+01:00,527.95,226.18,779.68,3017.8,0.0,3.01
2024-01-05 23:00:00+01:00,430.28,226.83,480.45,3017.3,0.0,4.64
2024-01-06 00:00:00+01:00,109.98,217.13,480.15,3018.0,0.0,8.06
2024-01-06 01:00:00+01:00,93.75,214.45,337.05,3018.1,0.0,7.76
2024-01-06 02:00:00+01:00,106.75,206.3,389.95,3017.4,0.0,6.56
2024-01-06 03:00:00+01:00,98.6,220.03,333.83,3016.9,0.0,7.17
2024-01-06 04:00:00+01:00,111.5,215.13,312.9,3019.6,0.0,7.47
2024-01-06 05:00:00+01:00,103.9,211.8,333.73,3017.6,0.0,8.77
2024-01-06 06:00:00+01:00,115.03,223.08,372.98,3015.6,0.0,10.1
2024-01-06 07:00:00+01:00,152.7,222.35,454.1,3015.6,0.0,9.95
2024-01-06 08:00:00+01:00,404.48,223.18,693.18,3017.9,5.24,10.36
2024-01-06 09:00:00+01:00,559.25,225.2,900.13,3018.1,117.45,10.77
2024-01-06 10:00:00+01:00,494.5,225.65,914.5,3018.5,323.98,8.78
2024-01-06 11:00:00+01:00,1040.53,225.08,1127.2,3018.4,619.5,8.69
2024-01-06 12:00:00+01:00,1666.78,229.05,1317.75,3017.5,761.86,8.95
2024-01-06 13:00:00+01:00,1496.38,224.5,1090.2,3019.7,1004.17,10.49
2024-01-06 14:00:00+01:00,1295.78,225.03,1110.13,3017.5,633.38,9.75
2024-01-06 15:00:00+01:00,1639.55,224.03,1634.08,3018.7,334.93,9.78
2024-01-06 16:00:00+01:00,2151.75,227.7,2115.9,3017.4,68.87,8.79
2024-01-06 17:00:00+01:00,2449.8,235.83,2473.43,3018.1,0.0,9.04
2024-01-06 18:00:00+01:00,2704.98,235.15,2036.03,3019.2,0.0,9.5
2024-01-06 19:00:00+01:00,1852.15,222.95,2316.98,3019.3,0.0,11.52
2024-01-06 20:00:00+01:00,1103.38,222.78,1278.38,3021.3,0.0,12.63
2024-01-06 21:00:00+01:00,448.35,221.33,865.95,3021.7,0.0,11.82
2024-01-06 22:00:00+01:00,567.73,222.25,775.88,3022.6,0.0,12.35
2024-01-06 23:00:00+01:00,298.03,219.13,638.98,3022.9,0.0,11.98
2024-01-07 00:00:00+01:00,189.6,218.73,629.25,3023.8,0.0,13.4
2024-01-07 01:00:00+01:00,159.9,218.33,428.18,3023.3,0.0,13.38
2024-01-07 02:00:00+01:00,129.58,220.83,456.48,3022.8,0.0,14.34
2024-01-07 03:00:00+01:00,118.35,219.73,307.13,3022.3,0.0,15.21
2024-01-07 04:00:00+01:00,95.25,207.73,306.2,3022.0,0.0,15.44
2024-01-07 05:00:00+01:00,95.83,209.13,313.9,3022.1,0.0,15.64
2024-01-07 06:00:00+01:00,99.58,221.38,416.1,3021.4,0.0,16.24
2024-01-07 07:00:00+01:00,116.18,221.25,573.55,3020.5,0.0,14.21
2024-01-07 08:00:00+01:00,172.7,222.25,567.95,3020.5,4.09,13.22
2024-01-07 09:00:00+01:00,243.13,225.7,650.5,3020.5,123.24,13.79
2024-01-07 10:00:00+01:00,589.55,227.43,1137.15,3019.7,405.57,13.65
2024-01-07 11:00:00+01:00,613.45,227.4,1266.53,3020.1,430.4,14.81
2024-01-07 12:00:00+01:00,760.5,229.4,1239.25,3019.0,297.91,15.17
2024-01-07 13:00:00+01:00,578.18,226.5,860.53,3020.9,324.52,15.12
2024-01-07 14:00:00+01:00,507.63,225.13,926.1,3021.9,249.94,17.89
2024-01-07 15:00:00+01:00,986.43,226.43,1468.53,3019.7,134.27,20.58
2024-01-07 16:00:00+01:00,2053.45,228.78,2472.53,3020.4,15.12,19.5
2024-01-07 17:00:00+01:00,2574.13,275.65,2813.33,3020.2,0.0,17.6
2024-01-07 18:00:00+01:00,2071.78,270.43,2687.58,3020.2,0.0,16.71
2024-01-07 19:00:00+01:00,1345.73,253.75,2377.6,3022.2,0.0,14.07
2024-01-07 20:00:00+01:00,564.25,225.75,1148.85,3026.1,0.0,11.77
2024-01-07 21:00:00+01:00,506.78,224.95,988.23,3026.5,0.0,10.3
2024-01-07 22:00:00+01:00,363.93,224.88,827.03,3024.4,0.0,10.31
2024-01-07 23:00:00+01:00,359.45,222.05,722.75,3026.0,0.0,9.22
2024-01-08 00:00:00+01:00,187.08,210.0,616.2,3025.8,0.0,10.13
2024-01-08 01:00:00+01:00,157.08,206.6,643.0,3026.4,0.0,9.95
2024-01-08 02:00:00+01:00,135.2,204.8,620.4,3026.1,0.0,9.84
2024-01-08 03:00:00+01:00,105.8,222.0,519.63,3026.8,0.0,10.02
2024-01-08 04:00:00+01:00,157.1,219.33,553.78,3025.2,0.0,9.38
2024-01-08 05:00:00+01:00,267.8,224.75,782.7,3033.9,0.0,9.43
2024-01-08 06:00:00+01:00,385.55,230.9,799.55,3033.1,0.0,7.03
2024-01-08 07:00:00+01:00,1663.45,253.45,2364.28,3027.7,0.0,6.33
2024-01-08 08:00:00+01:00,2063.48,295.48,3221.73,3020.4,0.0,5.04
2024-01-08 09:00:00+01:00,2018.43,281.38,2962.98,3020.7,0.0,3.57
2024-01-08 10:00:00+01:00,1701.4,266.98,2945.55,3019.1,0.0,3.32
2024-01-08 11:00:00+01:00,1850.85,245.2,3008.98,3024.4,0.62,2.94
2024-01-08 12:00:00+01:00,1432.28,235.5,2335.73,3020.7,0.0,3.54
2024-01-08 13:00:00+01:00,1260.05,231.6,2287.23,3019.8,0.0,4.92
2024-01-08 14:00:00+01:00,1507.25,247.78,2538.8,3020.1,0.0,6.26
2024-01-08 15:00:00+01:00,1800.35,268.38,2815.6,3021.4,0.0,6.2
2024-01-08 16:00:00+01:00,2305.95,287.73,2856.53,3027.4,0.0,5.79
2024-01-08 17:00:00+01:00,2201.05,291.03,3071.7,3021.9,0.0,4.94
2024-01-08 18:00:00+01:00,2359.3,284.63,3220.68,3024.1,0.0,3.43
2024-01-08 19:00:00+01:00,2295.18,256.78,2951.0,3022.0,0.0,2.84
2024-01-08 20:00:00+01:00,993.95,227.88,1798.28,3021.8,0.0,2.19
2024-01-08 21:00:00+01:00,586.13,217.28,1413.13,3022.7,0.0,2.43
2024-01-08 22:00:00+01:00,344.23,213.23,1067.98,3025.7,0.0,2.27
2024-01-08 23:00:00+01:00,244.85,213.93,532.18,3025.3,0.0,1.78
2024-01-09 00:00:00+01:00,115.65,204.23,765.3,3026.3,0.0,1.64
2024-01-09 01:00:00+01:00,77.53,208.88,570.75,3024.8,0.0,1.71
2024-01-09 02:00:00+01:00,63.3,208.7,629.45,3025.8,0.0,1.76
2024-01-09 03:00:00+01:00,59.65,202.98,622.33,3025.6,0.0,1.9
2024-01-09 04:00:00+01:00,88.6,202.78,620.53,3026.6,0.0,1.92
2024-01-09 05:00:00+01:00,128.95,209.9,770.2,3020.9,0.0,1.53
2024-01-09 06:00:00+01:00,1053.43,265.18,2008.78,3019.0,0.0,1.62
2024-01-09 07:00:00+01:00,2274.35,273.35,3029.95,3019.4,0.0,2.2
2024-01-09 08:00:00+01:00,3119.3,286.53,3634.58,3018.0,0.0,2.18
2024-01-09 09:00:00+01:00,2889.0,313.35,3489.35,3022.7,0.0,2.17
2024-01-09 10:00:00+01:00,2559.93,315.43,3077.8,3020.6,0.0,2.21
2024-01-09 11:00:00+01:00,2303.98,248.78,2896.75,3021.6,3.55,1.87
2024-01-09 12:00:00+01:00,1283.05,244.85,2293.48,3021.5,2.93,1.44
2024-01-09 13:00:00+01:00,1236.98,240.8,2003.3,3022.0,2.39,1.43
2024-01-09 14:00:00+01:00,1600.83,249.9,2361.43,3021.1,0.0,2.16
2024-01-09 15:00:00+01:00,2170.13,276.5,3209.98,3021.2,0.0,2.46
2024-01-09 16:00:00+01:00,3338.3,327.13,3624.55,3023.0,0.0,1.57
2024-01-09 17:00:00+01:00,3497.18,334.88,3809.65,3020.8,0.0,1.44
2024-01-09 18:00:00+01:00,3363.33,306.95,3775.8,3023.2,0.0,1.57
2024-01-09 19:00:00+01:00,3353.85,308.85,3603.25,3025.0,0.0,2.2
2024-01-09 20:00:00+01:00,2717.83,309.53,3537.7,3020.6,0.0,2.05
2024-01-09 21:00:00+01:00,2155.85,267.38,2959.0,3022.9,0.0,1.62
2024-01-09 22:00:00+01:00,1225.35,227.43,2888.58,3024.9,0.0,1.58
2024-01-09 23:00:00+01:00,961.3,218.13,2171.9,3025.3,0.0,2.41
2024-01-10 00:00:00+01:00,611.43,208.03,1454.25,3023.3,0.0,3.28
2024-01-10 01:00:00+01:00,380.7,209.13,1120.1,3024.4,0.0,4.75
2024-01-10 02:00:00+01:00,380.88,219.43,1000.28,3024.8,0.0,3.83
2024-01-10 03:00:00+01:00,428.6,210.08,958.15,3032.0,0.0,2.0
2024-01-10 04:00:00+01:00,545.2,212.9,1011.9,3033.2,0.0,1.9
2024-01-10 05:00:00+01:00,619.7,213.95,1380.9,3026.3,0.0,1.43
2024-01-10 06:00:00+01:00,1935.3,217.43,3040.33,3026.0,0.0,1.91
2024-01-10 07:00:00+01:00,3290.73,331.55,3831.38,3030.5,0.0,2.16
2024-01-10 08:00:00+01:00,3617.98,333.5,4109.6,3029.3,0.0,4.69
2024-01-10 09:00:00+01:00,3577.5,329.93,4153.18,3031.9,0.0,7.98
2024-01-10 10:00:00+01:00,3316.83,314.28,4103.88,3029.4,0.0,7.73
2024-01-10 11:00:00+01:00,3036.63,260.05,3796.7,3024.5,6.4,7.76
2024-01-10 12:00:00+01:00,2882.35,259.3,3219.15,3027.7,3.01,5.49
2024-01-10 13:00:00+01:00,2813.43,251.68,3293.35,3020.7,2.39,5.36
2024-01-10 14:00:00+01:00,2593.23,265.35,3345.05,3020.9,0.0,5.44
2024-01-10 15:00:00+01:00,3303.1,303.35,3608.43,3023.0,0.0,7.58
2024-01-10 16:00:00+01:00,3471.08,326.38,3728.58,3022.0,0.0,14.66
2024-01-10 17:00:00+01:00,3660.93,325.5,3876.25,3021.4,0.0,22.75
2024-01-10 18:00:00+01:00,3607.0,326.73,3955.23,3023.2,0.0,26.75
2024-01-10 19:00:00+01:00,3544.35,325.65,4128.48,3022.6,0.0,29.33
2024-01-10 20:00:00+01:00,3200.93,301.7,3688.73,3025.0,0.0,33.73
2024-01-10 21:00:00+01:00,2842.63,257.53,3511.48,3024.3,0.0,38.74
2024-01-10 22:00:00+01:00,2198.55,233.0,3410.08,3026.0,0.0,37.19
2024-01-10 23:00:00+01:00,1105.13,222.13,2651.33,3025.3,0.0,37.22
2024-01-11 00:00:00+01:00,475.48,233.28,1285.63,3026.5,0.0,38.67
2024-01-11 01:00:00+01:00,323.48,201.1,1005.78,3026.4,0.0,41.89
2024-01-11 02:00:00+01:00,285.9,205.78,1024.55,3026.1,0.0,46.01
2024-01-11 03:00:00+01:00,242.93,214.4,841.98,3025.7,0.0,47.28
2024-01-11 04:00:00+01:00,302.18,213.83,983.55,3024.8,0.0,45.82
2024-01-11 05:00:00+01:00,455.8,221.38,1191.25,3023.7,0.0,40.63
2024-01-11 06:00:00+01:00,1515.98,226.33,2937.75,3022.4,0.0,41.83
2024-01-11 07:00:00+01:00,3241.55,342.13,3884.05,3020.5,0.0,41.79
2024-01-11 08:00:00+01:00,3426.35,341.8,3935.15,3020.4,0.0,38.4
2024-01-11 09:00:00+01:00,2775.68,333.85,3869.38,3022.1,0.0,41.96
2024-01-11 10:00:00+01:00,2464.78,321.5,3521.23,3031.3,0.0,36.49
2024-01-11 11:00:00+01:00,1877.9,228.85,3005.2,3029.7,0.0,37.39
2024-01-11 12:00:00+01:00,1035.45,234.68,2133.18,3024.3,0.0,37.0
2024-01-11 13:00:00+01:00,1409.8,230.88,2360.08,3019.1,0.0,37.4
2024-01-11 14:00:00+01:00,2177.63,233.05,3321.63,3020.9,0.0,36.74
2024-01-11 15:00:00+01:00,2541.2,277.18,3451.13,3022.4,0.0,36.58
2024-01-11 16:00:00+01:00,2803.15,329.15,3632.88,3023.1,0.0,45.65
2024-01-11 17:00:00+01:00,2880.48,324.68,3843.6,3022.9,0.0,41.24
2024-01-11 18:00:00+01:00,3168.95,317.33,3814.3,3022.1,0.0,44.9
2024-01-11 19:00:00+01:00,3088.3,296.28,3943.5,3023.1,0.0,47.51
2024-01-11 20:00:00+01:00,2918.23,273.13,3764.43,3023.7,0.0,47.01
2024-01-11 21:00:00+01:00,1946.93,229.63,3320.48,3024.9,0.0,46.86
2024-01-11 22:00:00+01:00,1619.28,237.1,2988.85,3026.0,0.0,46.5
2024-01-11 23:00:00+01:00,1092.48,224.6,2870.15,3024.0,0.0,46.05
2024-01-12 00:00:00+01:00,1195.2,195.75,1777.9,3023.6,0.0,45.67
2024-01-12 01:00:00+01:00,873.15,205.93,1564.08,3024.8,0.0,44.61
2024-01-12 02:00:00+01:00,498.53,207.33,1255.83,3024.8,0.0,46.72
2024-01-12 03:00:00+01:00,429.88,204.98,1231.38,3026.5,0.0,47.73
2024-01-12 04:00:00+01:00,420.1,219.4,1238.28,3024.7,0.0,48.62
2024-01-12 05:00:00+01:00,517.5,222.58,1546.13,3024.0,0.0,46.31
2024-01-12 06:00:00+01:00,1770.63,218.2,2979.18,3022.9,0.0,47.93
2024-01-12 07:00:00+01:00,2567.03,338.75,3680.45,3020.6,0.0,45.43
2024-01-12 08:00:00+01:00,3163.0,337.35,3967.2,3023.4,0.0,39.85
2024-01-12 09:00:00+01:00,3038.65,329.2,3970.78,3025.2,0.0,36.76
2024-01-12 10:00:00+01:00,3003.3,306.78,3943.98,3024.2,0.0,34.01
2024-01-12 11:00:00+01:00,2222.83,257.2,3740.83,3025.1,0.0,25.94
2024-01-12 12:00:00+01:00,1990.73,245.7,3285.6,3023.4,6.4,30.99
2024-01-12 13:00:00+01:00,1634.0,210.28,2989.65,3021.6,19.82,33.81
2024-01-12 14:00:00+01:00,1534.75,237.08,3053.15,3022.5,8.79,33.32
2024-01-12 15:00:00+01:00,1868.08,309.3,3434.55,3022.8,0.62,28.95
2024-01-12 16:00:00+01:00,2731.28,346.05,3796.73,3021.2,0.0,25.28
2024-01-12 17:00:00+01:00,3316.53,342.9,3993.05,3022.4,0.0,22.69
2024-01-12 18:00:00+01:00,3323.68,339.4,3962.0,3023.0,0.0,29.17
2024-01-12 19:00:00+01:00,2922.83,316.53,3869.9,3024.3,0.0,27.57
2024-01-12 20:00:00+01:00,2430.78,265.53,3665.35,3024.6,0.0,30.75
2024-01-12 21:00:00+01:00,1737.18,207.33,2966.55,3023.2,0.0,27.01
2024-01-12 22:00:00+01:00,1383.55,203.48,2926.45,3026.2,0.0,27.97
2024-01-12 23:00:00+01:00,1209.98,202.93,2239.63,3027.0,0.0,25.18
2024-01-13 00:00:00+01:00,760.75,203.05,1753.73,3026.8,0.0,22.84
2024-01-13 01:00:00+01:00,838.83,196.48,1326.63,3027.8,0.0,15.0
2024-01-13 02:00:00+01:00,727.9,190.53,1074.43,3027.8,0.0,10.49
2024-01-13 03:00:00+01:00,624.68,198.7,939.83,3028.5,0.0,8.01
2024-01-13 04:00:00+01:00,606.55,199.85,946.63,3026.9,0.0,3.67
2024-01-13 05:00:00+01:00,646.83,199.25,918.03,3026.6,0.0,2.08
2024-01-13 06:00:00+01:00,792.63,201.5,1414.63,3024.1,0.0,2.26
2024-01-13 07:00:00+01:00,820.35,235.18,1853.8,3026.0,0.0,1.65
2024-01-13 08:00:00+01:00,1058.5,236.0,2234.58,3025.2,0.0,1.64
2024-01-13 09:00:00+01:00,1436.73,235.63,2988.55,3026.1,0.0,2.01
2024-01-13 10:00:00+01:00,1797.08,229.18,3000.43,3025.4,0.0,2.49
2024-01-13 11:00:00+01:00,1619.5,221.25,2297.93,3025.7,0.0,2.14
2024-01-13 12:00:00+01:00,1592.98,208.63,2339.08,3026.9,0.0,1.71
2024-01-13 13:00:00+01:00,1291.4,204.48,1695.78,3026.0,0.0,1.87
2024-01-13 14:00:00+01:00,1388.98,212.4,2306.25,3026.3,0.0,2.98
2024-01-13 15:00:00+01:00,1589.43,218.63,2492.03,3025.3,0.0,2.58
2024-01-13 16:00:00+01:00,1602.1,218.4,2741.73,3027.1,0.0,3.54
2024-01-13 17:00:00+01:00,2461.58,238.93,3341.35,3025.8,0.0,3.23
2024-01-13 18:00:00+01:00,2637.6,254.75,3484.08,3025.8,0.0,4.27
2024-01-13 19:00:00+01:00,2419.15,249.8,3086.78,3025.6,0.0,5.21
2024-01-13 20:00:00+01:00,1976.18,226.75,3065.58,3026.2,0.0,6.53
2024-01-13 21:00:00+01:00,1588.95,207.2,3024.23,3026.3,0.0,5.49
2024-01-13 22:00:00+01:00,1383.03,196.7,2716.8,3026.3,0.0,5.56
2024-01-13 23:00:00+01:00,1127.63,195.28,1782.2,3028.2,0.0,5.95
2024-01-14 00:00:00+01:00,669.53,191.28,1102.63,3026.7,0.0,5.67
2024-01-14 01:00:00+01:00,435.1,196.28,971.4,3027.1,0.0,6.06
2024-01-14 02:00:00+01:00,406.28,184.6,935.15,3026.4,0.0,6.72
2024-01-14 03:00:00+01:00,430.08,196.03,893.95,3028.2,0.0,8.35
2024-01-14 04:00:00+01:00,342.9,189.48,940.43,3025.9,0.0,8.72
2024-01-14 05:00:00+01:00,411.25,192.83,944.3,3026.0,0.0,9.81
2024-01-14 06:00:00+01:00,384.38,189.8,1002.95,3025.5,0.0,8.72
2024-01-14 07:00:00+01:00,507.1,192.93,1077.8,3024.6,0.0,12.66
2024-01-14 08:00:00+01:00,449.15,196.63,1043.35,3025.4,0.0,13.21
2024-01-14 09:00:00+01:00,667.13,198.53,1516.43,3025.9,0.0,14.11
2024-01-14 10:00:00+01:00,748.38,191.0,1858.73,3026.0,0.0,14.33
2024-01-14 11:00:00+01:00,625.13,179.98,1723.53,3025.2,0.0,9.97
