,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2024-08-08 07:00:00+02:00,2329.35,359.7,2949.98,2523.93,195.25,4.0
2024-08-08 08:00:00+02:00,3015.0,358.25,3226.83,2523.15,419.22,3.5
2024-08-08 09:00:00+02:00,2707.9,357.58,2955.55,2521.2,605.86,2.52
2024-08-08 10:00:00+02:00,1646.2,338.08,2677.9,2519.58,898.74,3.15
2024-08-08 11:00:00+02:00,1558.35,355.23,2428.75,2131.95,1369.64,3.9
2024-08-08 12:00:00+02:00,1108.78,318.3,2286.98,2517.1,2035.8,4.13
2024-08-08 13:00:00+02:00,387.5,347.2,1456.1,2516.58,1315.09,4.03
2024-08-08 14:00:00+02:00,326.35,344.65,1310.85,2516.98,1708.46,3.62
2024-08-08 15:00:00+02:00,385.2,338.28,1588.33,2515.9,2974.74,4.03
2024-08-08 16:00:00+02:00,880.18,337.33,2108.03,2516.63,2337.29,4.6
2024-08-08 17:00:00+02:00,1687.8,337.83,2461.0,2513.5,1955.4,5.12
2024-08-08 18:00:00+02:00,2921.0,337.2,3128.75,2511.3,1151.42,5.95
2024-08-08 19:00:00+02:00,3052.88,346.63,3557.18,2511.9,393.38,6.38
2024-08-08 20:00:00+02:00,3148.93,374.55,3472.65,2511.28,71.78,6.17
2024-08-08 21:00:00+02:00,3290.33,363.03,3489.93,2518.25,0.0,5.93
2024-08-08 22:00:00+02:00,3188.23,363.18,3525.38,2524.53,0.0,4.5
2024-08-08 23:00:00+02:00,3293.43,361.25,3316.9,2527.3,0.0,2.88
2024-08-09 00:00:00+02:00,1061.88,357.5,2589.6,2530.8,0.0,1.53
2024-08-09 01:00:00+02:00,1021.83,344.88,2913.78,2534.65,0.0,1.55
2024-08-09 02:00:00+02:00,943.98,353.6,3020.2,2538.68,0.0,2.85
2024-08-09 03:00:00+02:00,833.68,352.03,2278.23,2539.03,0.0,1.45
2024-08-09 04:00:00+02:00,742.98,337.6,2194.18,2542.03,0.0,1.85
2024-08-09 05:00:00+02:00,772.73,334.98,2478.43,2543.58,0.0,2.42
2024-08-09 06:00:00+02:00,1024.03,345.18,2681.1,2545.5,11.49,1.68
2024-08-09 07:00:00+02:00,1411.78,336.63,3047.88,2544.75,275.65,2.0
2024-08-09 08:00:00+02:00,1461.73,356.15,2683.03,2542.83,1042.31,2.38
2024-08-09 09:00:00+02:00,454.58,336.75,1496.03,2540.78,1834.8,2.78
2024-08-09 10:00:00+02:00,311.95,326.03,1102.83,2531.33,2492.35,3.0
2024-08-09 11:00:00+02:00,205.45,311.7,1085.73,2523.25,2946.02,3.18
2024-08-09 12:00:00+02:00,236.58,289.85,1177.25,2519.25,3181.47,4.75
2024-08-09 13:00:00+02:00,259.45,306.2,1102.25,2516.28,2549.77,6.6
2024-08-09 14:00:00+02:00,248.15,308.43,1072.15,2510.7,3075.23,7.8
2024-08-09 15:00:00+02:00,292.0,322.6,1046.25,2505.23,2730.67,8.55
2024-08-09 16:00:00+02:00,357.48,324.4,1180.38,2497.08,2225.31,8.85
2024-08-09 17:00:00+02:00,381.88,334.45,1248.28,2494.6,1886.49,9.18
2024-08-09 18:00:00+02:00,932.08,347.43,2023.23,2491.28,1045.18,8.72
2024-08-09 19:00:00+02:00,2295.1,348.7,3086.18,2493.0,390.51,6.45
2024-08-09 20:00:00+02:00,2259.15,331.9,3133.9,2495.88,57.43,4.45
2024-08-09 21:00:00+02:00,2132.78,365.33,3050.65,2501.3,0.0,3.85
2024-08-09 22:00:00+02:00,2113.15,369.53,3017.83,2506.53,0.0,3.12
2024-08-09 23:00:00+02:00,2479.98,355.98,3084.85,2510.1,0.0,2.15
2024-08-10 00:00:00+02:00,2325.95,345.45,2643.65,2514.9,0.0,1.75
2024-08-10 01:00:00+02:00,807.4,342.65,2229.85,2518.08,0.0,1.77
2024-08-10 02:00:00+02:00,724.35,324.18,2136.3,2521.35,0.0,2.8
2024-08-10 03:00:00+02:00,713.88,305.23,2135.08,2523.3,0.0,2.8
2024-08-10 04:00:00+02:00,573.33,331.85,1858.05,2524.7,0.0,2.48
2024-08-10 05:00:00+02:00,534.68,346.2,1888.83,2527.9,0.0,2.23
2024-08-10 06:00:00+02:00,743.98,347.68,1986.6,2531.08,11.49,2.18
2024-08-10 07:00:00+02:00,503.78,342.35,1983.4,2533.23,264.17,1.8
2024-08-10 08:00:00+02:00,400.1,325.83,1623.1,2526.98,1004.98,1.4
2024-08-10 09:00:00+02:00,236.45,307.7,886.0,2520.15,1817.57,1.0
2024-08-10 10:00:00+02:00,184.83,289.55,726.33,2512.6,2443.53,0.88
2024-08-10 11:00:00+02:00,225.18,213.88,591.28,2505.25,2882.85,1.05
2024-08-10 12:00:00+02:00,175.2,221.73,619.2,2501.3,3158.5,1.53
2024-08-10 13:00:00+02:00,160.4,211.83,608.5,2493.7,3224.54,2.05
2024-08-10 14:00:00+02:00,188.38,198.23,622.48,2494.08,3098.2,2.02
2024-08-10 15:00:00+02:00,186.23,218.78,747.35,2491.0,2862.75,1.95
2024-08-10 16:00:00+02:00,243.13,253.98,865.35,2485.68,2455.02,2.62
2024-08-10 17:00:00+02:00,283.8,265.8,1133.0,2477.25,1877.87,3.5
2024-08-10 18:00:00+02:00,923.65,343.13,2298.38,2475.65,1091.12,4.2
2024-08-10 19:00:00+02:00,2574.05,365.05,2998.7,2477.78,347.44,5.48
2024-08-10 20:00:00+02:00,2689.2,355.7,3030.08,2483.53,45.94,7.1
2024-08-10 21:00:00+02:00,2319.95,349.3,2993.65,2494.3,0.0,6.18
2024-08-10 22:00:00+02:00,2660.23,347.5,2990.75,2499.75,0.0,5.35
2024-08-10 23:00:00+02:00,2958.55,341.98,2910.5,2505.6,0.0,5.35
2024-08-11 00:00:00+02:00,956.18,348.63,2329.18,2512.53,0.0,5.75
2024-08-11 01:00:00+02:00,689.98,337.55,2338.3,2514.98,0.0,5.75
2024-08-11 02:00:00+02:00,627.7,315.6,2234.73,2516.55,0.0,6.03
2024-08-11 03:00:00+02:00,653.88,313.25,2058.15,2520.13,0.0,5.05
2024-08-11 04:00:00+02:00,577.5,337.38,1806.83,2520.25,0.0,4.8
2024-08-11 05:00:00+02:00,572.88,324.08,1944.88,2523.28,0.0,4.35
2024-08-11 06:00:00+02:00,679.95,316.1,1968.28,2526.35,14.36,4.75
2024-08-11 07:00:00+02:00,923.83,275.93,2277.03,2326.2,269.91,5.35
2024-08-11 08:00:00+02:00,435.0,263.7,1428.63,2195.05,976.26,5.45
2024-08-11 09:00:00+02:00,262.78,252.83,815.25,2229.15,1806.09,4.55
2024-08-11 10:00:00+02:00,239.5,204.85,562.53,2276.38,2466.5,4.03
2024-08-11 11:00:00+02:00,240.98,212.93,555.3,2322.48,2891.47,4.38
2024-08-11 12:00:00+02:00,235.83,192.55,564.15,2364.88,3152.76,5.12
2024-08-11 13:00:00+02:00,188.78,202.05,561.53,2403.8,3247.52,6.4
2024-08-11 14:00:00+02:00,171.48,219.38,612.95,2380.43,3138.4,7.3
2024-08-11 15:00:00+02:00,237.35,203.18,672.2,2366.85,2859.88,7.72
2024-08-11 16:00:00+02:00,236.45,224.15,813.73,2406.63,2374.62,7.45
2024-08-11 17:00:00+02:00,263.53,285.43,1325.45,2435.15,1777.38,7.08
2024-08-11 18:00:00+02:00,813.6,339.98,2433.48,2439.0,976.26,7.7
2024-08-11 19:00:00+02:00,1405.78,350.33,2557.65,2437.55,482.39,7.85
2024-08-11 20:00:00+02:00,1708.88,367.95,2758.2,2440.88,94.76,6.65
2024-08-11 21:00:00+02:00,1196.85,359.35,2726.0,2454.33,0.0,6.07
2024-08-11 22:00:00+02:00,1638.53,357.7,2672.65,2465.0,0.0,5.62
2024-08-11 23:00:00+02:00,1500.45,327.83,2097.53,2473.03,0.0,5.17
2024-08-12 00:00:00+02:00,779.33,330.68,2392.85,2479.13,0.0,5.03
2024-08-12 01:00:00+02:00,704.68,331.33,2294.9,2486.85,0.0,5.53
2024-08-12 02:00:00+02:00,675.9,318.1,2292.15,2491.5,0.0,5.3
2024-08-12 03:00:00+02:00,755.73,317.4,2139.0,2488.0,0.0,6.53
2024-08-12 04:00:00+02:00,663.3,312.0,2092.88,2486.25,0.0,6.38
2024-08-12 05:00:00+02:00,658.48,317.25,2376.75,2487.68,0.0,5.95
2024-08-12 06:00:00+02:00,1069.3,342.45,2425.28,2488.8,17.23,4.5
2024-08-12 07:00:00+02:00,1116.93,360.6,2408.98,2485.1,295.75,4.15
2024-08-12 08:00:00+02:00,1071.85,377.25,2386.23,2483.2,545.56,4.5
2024-08-12 09:00:00+02:00,659.68,363.0,1806.28,2479.73,1228.94,4.03
2024-08-12 10:00:00+02:00,633.55,359.58,1668.2,2467.53,1208.85,4.4
2024-08-12 11:00:00+02:00,423.75,363.65,1292.58,2456.38,2515.32,4.1
2024-08-12 12:00:00+02:00,303.98,373.6,922.23,2442.83,3026.42,3.6
2024-08-12 13:00:00+02:00,307.2,373.58,878.1,2376.53,3006.32,2.62
2024-08-12 14:00:00+02:00,290.43,380.05,940.53,2116.9,2957.51,1.93
2024-08-12 15:00:00+02:00,326.6,378.88,1559.2,2117.15,2730.67,3.53
2024-08-12 16:00:00+02:00,959.7,379.63,2236.38,2117.18,2334.42,2.7
2024-08-12 17:00:00+02:00,2433.38,388.83,2603.28,2115.2,1719.95,2.65
2024-08-12 18:00:00+02:00,3329.9,403.9,2694.08,2114.3,542.69,4.4
2024-08-12 19:00:00+02:00,3122.0,410.33,2716.93,2117.78,100.5,5.65
2024-08-12 20:00:00+02:00,3100.75,412.4,2631.9,2124.68,11.49,5.53
2024-08-12 21:00:00+02:00,2926.63,410.75,2505.85,2147.2,0.0,5.53
2024-08-12 22:00:00+02:00,2573.38,410.6,2460.65,2171.48,0.0,5.57
2024-08-12 23:00:00+02:00,2748.43,412.85,2447.25,2228.0,0.0,5.18
2024-08-13 00:00:00+02:00,1874.05,399.73,2542.35,2278.95,0.0,5.0
2024-08-13 01:00:00+02:00,1586.58,401.1,2547.78,2356.15,0.0,5.15
2024-08-13 02:00:00+02:00,1538.45,397.35,2585.5,2459.68,0.0,5.6
2024-08-13 03:00:00+02:00,1582.95,384.4,2585.53,2487.58,0.0,4.08
2024-08-13 04:00:00+02:00,1883.93,389.85,2569.05,2498.73,0.0,5.05
2024-08-13 05:00:00+02:00,1914.28,401.88,2649.2,2497.55,0.0,4.9
2024-08-13 06:00:00+02:00,2924.65,396.73,2531.68,2499.58,2.87,4.3
2024-08-13 07:00:00+02:00,2459.38,396.93,2536.9,2507.08,183.77,3.43
2024-08-13 08:00:00+02:00,2342.15,396.83,2478.3,2506.63,996.36,2.28
2024-08-13 09:00:00+02:00,2231.5,391.7,2384.8,2500.25,1794.6,0.93
2024-08-13 10:00:00+02:00,2017.4,367.43,2233.98,2497.13,2423.43,0.68
2024-08-13 11:00:00+02:00,1683.2,365.93,2007.7,2494.8,2891.47,2.2
2024-08-13 12:00:00+02:00,761.48,344.6,1589.0,2345.38,3112.56,4.6
2024-08-13 13:00:00+02:00,416.98,357.3,1325.08,2480.13,3175.73,5.93
2024-08-13 14:00:00+02:00,311.18,349.75,1536.73,2466.15,3072.36,4.48
2024-08-13 15:00:00+02:00,578.08,358.18,1635.53,2455.68,2819.68,2.78
2024-08-13 16:00:00+02:00,766.98,394.33,2358.98,2448.45,2368.88,3.5
2024-08-13 17:00:00+02:00,2081.43,396.78,2656.28,2441.73,1788.86,3.45
2024-08-13 18:00:00+02:00,2932.85,407.35,2654.28,2442.3,1013.59,3.52
2024-08-13 19:00:00+02:00,2814.43,403.98,2537.95,2447.83,324.46,3.5
2024-08-13 20:00:00+02:00,2712.45,405.98,2551.88,2455.45,28.71,4.18
2024-08-13 21:00:00+02:00,2763.4,404.08,2499.63,2471.7,0.0,11.43
2024-08-13 22:00:00+02:00,2316.8,402.9,2460.55,2489.93,0.0,11.38
2024-08-13 23:00:00+02:00,2554.43,401.15,2427.53,2505.25,0.0,6.78
2024-08-14 00:00:00+02:00,2046.2,393.05,2671.08,2508.3,0.0,9.65
2024-08-14 01:00:00+02:00,1928.45,383.75,2771.5,2510.1,0.0,10.3
2024-08-14 02:00:00+02:00,1591.55,350.65,2587.95,2515.15,0.0,18.78
2024-08-14 03:00:00+02:00,1089.3,348.95,2288.1,2513.2,0.0,11.7
2024-08-14 04:00:00+02:00,835.43,339.43,2288.08,2513.68,0.0,8.93
2024-08-14 05:00:00+02:00,940.98,377.03,2436.7,2511.3,0.0,8.28
2024-08-14 06:00:00+02:00,1048.2,379.48,2597.25,2508.6,17.23,6.9
2024-08-14 07:00:00+02:00,1638.1,386.03,2680.38,2509.28,267.04,6.7
2024-08-14 08:00:00+02:00,2070.93,367.4,2672.0,2506.68,1033.69,6.05
2024-08-14 09:00:00+02:00,1469.45,334.43,2611.58,2503.13,1625.19,5.28
2024-08-14 10:00:00+02:00,647.55,351.55,2487.23,2502.55,2308.58,5.83
2024-08-14 11:00:00+02:00,623.93,353.25,2406.28,2494.38,2397.59,6.53
2024-08-14 12:00:00+02:00,789.68,362.28,2294.73,2481.05,2492.35,7.58
2024-08-14 13:00:00+02:00,623.28,338.2,1881.28,2476.18,2305.71,8.25
2024-08-14 14:00:00+02:00,512.08,389.05,1928.7,2470.98,1412.71,7.67
2024-08-14 15:00:00+02:00,538.35,394.83,1849.4,2464.5,2053.03,8.78
2024-08-14 16:00:00+02:00,735.4,369.2,1996.18,2460.58,2440.66,9.12
2024-08-14 17:00:00+02:00,1015.45,391.2,2104.33,2455.9,1731.43,8.07
2024-08-14 18:00:00+02:00,2144.68,396.85,2247.98,2451.58,717.84,6.63
2024-08-14 19:00:00+02:00,1728.15,393.7,2145.65,2454.7,321.59,2.93
2024-08-14 20:00:00+02:00,1893.63,399.13,2428.83,2470.48,192.38,1.92
2024-08-14 21:00:00+02:00,2197.03,394.78,2426.13,2484.75,0.0,2.1
2024-08-14 22:00:00+02:00,2192.58,395.93,2450.43,2490.25,0.0,2.12
2024-08-14 23:00:00+02:00,2346.75,391.88,2446.6,2498.03,0.0,1.35
2024-08-15 00:00:00+02:00,1507.13,372.55,2513.1,2505.98,0.0,1.32
2024-08-15 01:00:00+02:00,905.88,383.08,2298.58,2513.95,0.0,2.33
2024-08-15 02:00:00+02:00,713.0,382.1,2153.78,2518.65,0.0,7.4
2024-08-15 03:00:00+02:00,766.25,377.1,2199.18,2522.3,0.0,7.7
2024-08-15 04:00:00+02:00,817.45,372.38,2232.68,2524.23,0.0,8.18
2024-08-15 05:00:00+02:00,813.43,357.43,2306.83,2525.6,0.0,5.68
2024-08-15 06:00:00+02:00,835.48,389.38,2433.8,2527.18,8.61,3.83
2024-08-15 07:00:00+02:00,1116.85,373.1,2462.33,2527.38,209.61,3.4
2024-08-15 08:00:00+02:00,1223.55,374.5,2341.33,2526.23,890.12,2.85
2024-08-15 09:00:00+02:00,760.43,374.93,2126.58,2521.4,1682.62,2.58
2024-08-15 10:00:00+02:00,442.88,365.63,1771.13,2514.8,2377.49,3.08
2024-08-15 11:00:00+02:00,139.38,333.0,1127.83,2510.3,2885.72,5.35
2024-08-15 12:00:00+02:00,155.33,349.7,842.48,2505.58,3132.66,7.17
2024-08-15 13:00:00+02:00,178.08,373.25,800.05,2493.9,3215.93,8.3
2024-08-15 14:00:00+02:00,316.43,374.18,833.38,2474.93,3126.92,8.6
2024-08-15 15:00:00+02:00,318.8,368.1,818.5,2460.78,2834.04,8.0
2024-08-15 16:00:00+02:00,386.53,376.53,1105.28,2448.68,2411.95,7.9
2024-08-15 17:00:00+02:00,919.53,389.1,2181.38,2436.68,1788.86,8.65
2024-08-15 18:00:00+02:00,1573.53,379.15,2353.9,2432.58,990.62,8.3
2024-08-15 19:00:00+02:00,2168.83,371.4,2320.9,2433.08,304.36,7.8
2024-08-15 20:00:00+02:00,2651.55,391.58,2625.03,2438.33,43.07,7.02
2024-08-15 21:00:00+02:00,2816.03,387.93,2620.58,2447.13,0.0,6.45
2024-08-15 22:00:00+02:00,2759.0,369.13,2431.18,2453.68,0.0,5.75
2024-08-15 23:00:00+02:00,3074.88,373.25,2432.85,2460.38,0.0,4.93
2024-08-16 00:00:00+02:00,1185.4,357.43,2354.0,2472.88,0.0,0.27
2024-08-16 01:00:00+02:00,1110.93,362.7,2328.13,2482.55,0.0,0.65
2024-08-16 02:00:00+02:00,1015.18,364.4,2194.28,2488.53,0.0,0.07
2024-08-16 03:00:00+02:00,963.05,362.73,1993.65,2497.63,0.0,0.67
2024-08-16 04:00:00+02:00,1017.58,359.53,2022.38,2502.0,0.0,0.34
2024-08-16 05:00:00+02:00,1070.3,363.08,2235.83,2502.88,0.0,0.23
2024-08-16 06:00:00+02:00,926.18,379.35,2321.4,2505.43,5.74,0.75
2024-08-16 07:00:00+02:00,1401.95,386.8,2653.1,2504.1,180.9,1.17
2024-08-16 08:00:00+02:00,2166.18,365.0,2481.85,2499.73,815.47,1.63
2024-08-16 09:00:00+02:00,1874.23,352.65,2255.4,2493.33,1628.06,2.01
2024-08-16 10:00:00+02:00,1142.5,330.33,2116.23,2485.8,2305.71,2.04
2024-08-16 11:00:00+02:00,510.28,357.7,1978.03,2477.78,2805.32,1.66
2024-08-16 12:00:00+02:00,314.3,354.35,1675.6,2471.78,2816.81,3.07
2024-08-16 13:00:00+02:00,407.3,353.15,1472.8,2466.4,3078.1,8.6
2024-08-16 14:00:00+02:00,384.0,327.35,1697.53,2467.98,2946.02,10.92
2024-08-16 15:00:00+02:00,530.08,340.7,1800.13,2462.7,2032.93,11.44
2024-08-16 16:00:00+02:00,844.9,390.33,1810.75,2459.1,2380.36,10.7
2024-08-16 17:00:00+02:00,973.38,395.38,2215.93,2453.25,1920.94,9.62
2024-08-16 18:00:00+02:00,1210.9,386.0,2227.0,2450.83,970.52,10.24
2024-08-16 19:00:00+02:00,2106.55,370.15,2439.78,2455.53,344.56,9.31
2024-08-16 20:00:00+02:00,2074.03,384.53,2399.05,2463.9,111.98,6.36
2024-08-16 21:00:00+02:00,2047.55,369.8,2373.63,2472.15,0.0,4.34
2024-08-16 22:00:00+02:00,2295.33,384.88,2378.33,2479.43,0.0,3.6
2024-08-16 23:00:00+02:00,2662.83,403.38,2367.8,2484.2,0.0,4.16
2024-08-17 00:00:00+02:00,2359.83,370.03,2607.8,2488.98,0.0,3.83
2024-08-17 01:00:00+02:00,2172.25,382.48,2536.83,2490.8,0.0,4.76
2024-08-17 02:00:00+02:00,2172.4,372.5,2442.7,2490.35,0.0,3.74
2024-08-17 03:00:00+02:00,1724.03,369.45,2240.95,2497.13,0.0,1.75
2024-08-17 04:00:00+02:00,1111.23,324.43,2001.03,2506.35,0.0,0.86
2024-08-17 05:00:00+02:00,1155.78,322.23,2026.9,2509.53,0.0,0.53
2024-08-17 06:00:00+02:00,1463.13,365.03,2480.65,2512.35,0.0,1.02
2024-08-17 07:00:00+02:00,1572.9,372.18,2415.08,2516.0,74.66,1.39
2024-08-17 08:00:00+02:00,1852.98,356.5,2611.33,2522.43,341.69,1.48
2024-08-17 09:00:00+02:00,1684.15,351.98,2291.93,2517.8,479.52,1.92
2024-08-17 10:00:00+02:00,998.18,329.0,2012.58,2516.68,1174.39,1.72
2024-08-17 11:00:00+02:00,580.78,346.83,1508.28,2513.58,1544.8,2.26
2024-08-17 12:00:00+02:00,242.28,318.75,1122.45,2510.5,1679.75,2.7
2024-08-17 13:00:00+02:00,212.1,323.03,983.33,2508.68,1553.41,3.18
2024-08-17 14:00:00+02:00,217.73,325.78,850.08,2506.75,1972.63,3.79
2024-08-17 15:00:00+02:00,232.75,367.75,1015.63,2506.03,1501.72,4.02
2024-08-17 16:00:00+02:00,420.65,366.95,1510.45,2507.55,1050.92,4.0
2024-08-17 17:00:00+02:00,977.15,379.78,2054.83,2505.35,927.45,3.88
2024-08-17 18:00:00+02:00,1298.73,379.5,2254.45,2506.25,534.07,5.76
2024-08-17 19:00:00+02:00,2252.9,384.03,2913.68,2506.98,264.17,4.07
2024-08-17 20:00:00+02:00,2148.43,383.3,2992.13,2507.98,17.23,3.21
2024-08-17 21:00:00+02:00,2293.15,377.6,2806.43,2511.35,0.0,2.34
2024-08-17 22:00:00+02:00,1670.45,375.65,2397.75,2512.35,0.0,4.06
2024-08-17 23:00:00+02:00,2084.6,391.25,2231.95,2514.9,0.0,2.04
2024-08-18 00:00:00+02:00,2052.5,392.8,2654.73,2517.73,0.0,0.17
2024-08-18 01:00:00+02:00,1571.85,342.25,2681.05,2516.53,0.0,0.82
2024-08-18 02:00:00+02:00,1370.88,321.1,2404.65,2518.63,0.0,2.72
2024-08-18 03:00:00+02:00,829.83,366.53,2053.5,2521.23,0.0,1.9
2024-08-18 04:00:00+02:00,446.75,361.33,1888.08,2526.5,0.0,1.24
2024-08-18 05:00:00+02:00,302.95,360.43,1812.85,2528.58,0.0,4.31
2024-08-18 06:00:00+02:00,519.83,380.6,1778.75,2530.13,0.0,5.65
2024-08-18 07:00:00+02:00,812.33,373.95,2222.85,2530.98,83.27,8.74
2024-08-18 08:00:00+02:00,1056.0,381.65,2427.3,2533.93,261.29,7.77
2024-08-18 09:00:00+02:00,916.4,376.25,2382.23,2529.33,453.68,8.61
2024-08-18 10:00:00+02:00,905.98,375.13,2103.85,2526.83,832.7,22.55
2024-08-18 11:00:00+02:00,443.3,368.1,1859.03,2525.8,812.6,19.24
2024-08-18 12:00:00+02:00,200.68,355.88,1630.55,2525.25,356.05,14.43
2024-08-18 13:00:00+02:00,208.68,376.85,959.35,2530.63,585.76,15.94
2024-08-18 14:00:00+02:00,140.75,380.1,801.63,2530.75,1102.6,16.62
2024-08-18 15:00:00+02:00,210.55,347.88,1145.93,2529.18,1079.63,16.62
2024-08-18 16:00:00+02:00,665.35,384.95,1771.25,2528.7,781.01,21.19
2024-08-18 17:00:00+02:00,1108.13,391.6,2578.45,2527.48,924.58,18.9
2024-08-18 18:00:00+02:00,1173.38,381.05,2839.6,2532.33,284.27,25.24
2024-08-18 19:00:00+02:00,1213.95,402.43,2822.75,2534.05,166.54,26.67
2024-08-18 20:00:00+02:00,2478.45,406.0,3277.48,2536.55,40.2,24.28
2024-08-18 21:00:00+02:00,2191.3,405.83,3205.68,2536.63,0.0,22.84
2024-08-18 22:00:00+02:00,1571.45,413.43,2966.0,2536.98,0.0,22.6
2024-08-18 23:00:00+02:00,1942.13,406.35,2758.18,2539.28,0.0,26.65
2024-08-19 00:00:00+02:00,1908.13,362.45,2865.53,2539.75,0.0,26.9
2024-08-19 01:00:00+02:00,1316.45,391.8,2591.8,2538.35,0.0,22.95
2024-08-19 02:00:00+02:00,846.03,406.2,2194.3,2540.28,0.0,23.75
2024-08-19 03:00:00+02:00,858.4,385.05,2199.25,2540.08,0.0,22.99
2024-08-19 04:00:00+02:00,844.2,390.65,2096.58,2539.93,0.0,22.15
2024-08-19 05:00:00+02:00,1411.35,385.08,2463.1,2539.73,0.0,20.66
2024-08-19 06:00:00+02:00,1657.38,370.93,2588.08,2539.48,0.0,26.63
2024-08-19 07:00:00+02:00,2058.58,389.35,2856.33,2540.08,100.5,28.98
2024-08-19 08:00:00+02:00,2045.03,385.85,2809.15,2452.43,631.7,36.27
2024-08-19 09:00:00+02:00,1973.95,292.08,2411.58,2539.5,1323.7,32.38
2024-08-19 10:00:00+02:00,1418.83,308.48,1883.3,2540.65,2374.62,22.19
2024-08-19 11:00:00+02:00,1405.7,350.15,1972.43,2537.2,3023.55,16.84
2024-08-19 12:00:00+02:00,1242.0,284.98,1849.88,2534.45,3296.33,13.33
2024-08-19 13:00:00+02:00,959.85,284.25,1783.63,2531.25,3405.44,9.94
2024-08-19 14:00:00+02:00,1129.5,277.7,1872.05,2528.15,3319.3,11.92
2024-08-19 15:00:00+02:00,1436.68,314.7,2089.35,2524.55,2391.85,14.84
2024-08-19 16:00:00+02:00,1646.35,304.88,2199.38,2524.6,2205.21,17.35
2024-08-19 17:00:00+02:00,1483.68,286.18,2274.35,2524.08,1676.88,17.24
2024-08-19 18:00:00+02:00,1851.78,307.4,2512.28,2523.08,625.96,14.64
2024-08-19 19:00:00+02:00,2141.78,307.98,3079.95,2525.08,275.65,11.34
2024-08-19 20:00:00+02:00,2399.95,296.7,3186.38,2528.68,34.46,11.52
2024-08-19 21:00:00+02:00,2279.68,295.38,3044.45,2532.6,0.0,9.59
2024-08-19 22:00:00+02:00,2269.33,284.95,2902.7,2552.4,0.0,9.03
2024-08-19 23:00:00+02:00,2344.13,287.38,2701.0,2601.6,0.0,8.71
2024-08-20 00:00:00+02:00,1172.63,284.05,2108.4,2663.63,0.0,8.19
2024-08-20 01:00:00+02:00,902.28,273.3,1906.3,2731.53,0.0,2.69
2024-08-20 02:00:00+02:00,787.68,283.28,1888.75,2789.35,0.0,0.21
2024-08-20 03:00:00+02:00,425.13,257.4,1942.98,2839.4,0.0,0.11
2024-08-20 04:00:00+02:00,443.93,238.0,1858.43,2853.73,0.0,0.19
2024-08-20 05:00:00+02:00,784.7,260.58,1857.93,2854.63,0.0,0.3
2024-08-20 06:00:00+02:00,1434.45,267.23,1804.7,2853.63,0.0,0.34
2024-08-20 07:00:00+02:00,1407.93,264.6,2029.43,2853.08,45.94,0.41
2024-08-20 08:00:00+02:00,2141.65,222.28,2397.38,2846.3,169.41,1.02
2024-08-20 09:00:00+02:00,1914.3,209.63,2043.38,2855.48,580.02,0.62
2024-08-20 10:00:00+02:00,1409.58,223.68,1781.7,2849.93,910.22,1.02
2024-08-20 11:00:00+02:00,466.03,223.88,1328.1,2847.23,1205.97,1.44
2024-08-20 12:00:00+02:00,434.05,239.65,1588.18,2847.3,1972.63,3.23
2024-08-20 13:00:00+02:00,291.95,242.08,951.63,2839.68,3210.19,7.66
2024-08-20 14:00:00+02:00,307.25,234.65,847.9,2833.8,3158.5,10.51
2024-08-20 15:00:00+02:00,426.35,246.65,1153.23,2828.55,2170.75,11.59
2024-08-20 16:00:00+02:00,1127.4,260.55,1619.83,2822.63,1975.5,11.06
2024-08-20 17:00:00+02:00,1579.2,275.85,2383.15,2820.18,1628.06,9.93
2024-08-20 18:00:00+02:00,1909.45,254.58,2830.23,2819.2,692.0,9.74
2024-08-20 19:00:00+02:00,1877.73,271.33,3124.88,2815.85,272.78,8.58
2024-08-20 20:00:00+02:00,1900.43,287.2,2846.93,2818.8,28.71,7.03
2024-08-20 21:00:00+02:00,2117.83,278.78,2906.55,2822.75,0.0,8.8
2024-08-20 22:00:00+02:00,2239.23,276.85,2866.8,2825.88,0.0,19.28
2024-08-20 23:00:00+02:00,2035.73,254.7,2287.4,2830.73,0.0,32.26
2024-08-21 00:00:00+02:00,1290.05,205.95,2061.85,2831.68,0.0,33.62
2024-08-21 01:00:00+02:00,1117.98,245.58,1931.28,2835.0,0.0,18.86
2024-08-21 02:00:00+02:00,532.43,222.08,1649.33,2838.75,0.0,26.93
2024-08-21 03:00:00+02:00,122.93,218.83,1117.45,2840.78,0.0,29.37
2024-08-21 04:00:00+02:00,188.25,206.83,1031.18,2842.88,0.0,22.95
2024-08-21 05:00:00+02:00,274.85,222.58,1330.33,2844.95,0.0,9.97
2024-08-21 06:00:00+02:00,1202.3,237.3,1935.43,2851.7,2.87,13.99
2024-08-21 07:00:00+02:00,1730.8,252.73,2140.8,2849.43,109.11,22.01
2024-08-21 08:00:00+02:00,1464.43,227.85,2156.55,2851.0,183.77,19.39
2024-08-21 09:00:00+02:00,490.58,222.08,1104.73,2854.85,462.29,14.78
2024-08-21 10:00:00+02:00,344.58,225.38,1245.13,2858.35,901.61,16.64
2024-08-21 11:00:00+02:00,286.48,222.38,1277.98,2858.9,1260.53,16.25
2024-08-21 12:00:00+02:00,300.9,226.48,945.98,2853.95,2311.45,15.31
